l1,l2,syntactic_dist,genetic_dist,has_missing_syntax
xcl,fas,0.0,1.0,True
xcl,xpg,0.0,0.6667,True
xcl,pol,0.6,0.8333,True
xcl,por,0.61,0.9333,True
xcl,ron,0.61,0.8889,True
xcl,rus,0.57,0.8,True
xcl,san,0.8,0.75,True
xcl,gla,0.63,0.6667,True
xcl,hbs,0.0,1.0,True
xcl,sms,0.0,1.0,True
xcl,slk,0.0,0.6667,True
xcl,slv,0.64,0.8333,True
xcl,spa,0.56,0.9231,True
xcl,arb,0.67,1.0,True
xcl,swe,0.64,0.8571,True
xcl,tam,0.66,1.0,True
xcl,ttc,0.86,1.0,True
xcl,tpn,0.0,1.0,True
xcl,tur,0.55,1.0,True
xcl,uig,0.69,1.0,True
xcl,ukr,0.61,0.8333,True
xcl,hsb,0.0,0.6667,True
xcl,urd,0.69,0.875,True
xcl,urb,0.66,1.0,True
xcl,uzb,0.0,1.0,True
xcl,vep,0.0,1.0,True
xcl,wbp,0.61,1.0,True
xcl,cym,0.63,0.6667,True
xcl,hyw,,,True
xcl,wol,0.62,1.0,True
xcl,sah,0.72,1.0,True
xcl,nhi,0.0,1.0,True
ces,dan,0.57,0.8571,False
ces,nld,0.51,0.8571,False
ces,egy,0.66,1.0,True
ces,eng,0.66,0.9,False
ces,myv,0.61,1.0,False
ces,est,0.55,1.0,False
ces,fao,0.54,0.8571,True
ces,fin,0.56,1.0,False
ces,fra,0.64,0.9375,False
ces,glg,0.55,0.8571,True
ces,kat,0.56,1.0,False
ces,deu,0.55,0.8571,False
ces,aln,0.66,0.8571,True
ces,got,0.61,0.8571,True
ces,guj,0.71,0.8571,False
ces,heb,0.62,1.0,False
ces,azz,0.81,1.0,True
ces,hin,0.65,0.875,False
ces,hit,0.61,0.8571,True
ces,hun,0.59,1.0,False
ces,isl,0.59,0.8571,False
ces,gle,0.66,0.875,False
ces,ita,0.55,0.8571,False
ces,quc,0.58,1.0,False
ces,xnr,0.66,0.8571,True
ces,krl,0.66,1.0,True
ces,kxh,0.81,1.0,True
ces,kaz,0.81,1.0,True
ces,kir,0.65,1.0,False
ces,koi,0.69,1.0,False
ces,kpv,0.69,1.0,False
ces,lat,0.55,0.8571,True
ces,lav,0.51,0.7143,False
ces,lij,0.66,0.8571,True
ces,lit,0.29,0.5,False
ces,olo,0.66,1.0,True
ces,nds,0.66,0.8571,True
ces,mkd,0.72,0.5714,False
ces,mar,0.68,0.8571,False
ces,frm,0.66,0.8571,True
ces,ell,0.59,0.8333,False
ces,mdf,0.66,1.0,True
ces,yrl,0.66,1.0,True
ces,pcm,0.66,0.8571,True
ces,kmr,0.57,0.8571,False
ces,sme,0.64,1.0,False
ces,fro,0.52,0.8571,True
ces,orv,0.66,0.5714,True
ces,ota,0.66,1.0,True
ces,fas,0.66,1.0,False
ces,xpg,0.66,0.8571,True
ces,pol,0.5,0.4286,False
ces,por,0.57,0.9333,False
ces,ron,0.55,0.8889,False
ces,rus,0.54,0.4,False
ces,san,0.74,0.8571,True
ces,gla,0.66,0.8571,False
ces,hbs,0.66,1.0,False
ces,sms,0.66,1.0,True
ces,slk,0.66,0.2857,True
ces,slv,0.43,0.5714,False
ces,spa,0.62,0.9231,False
ces,arb,0.71,1.0,False
ces,swe,0.57,0.8571,False
ces,tam,0.64,1.0,False
ces,ttc,0.83,1.0,True
ces,tpn,0.66,1.0,True
ces,tur,0.6,1.0,False
ces,uig,0.66,1.0,False
ces,ukr,0.46,0.5714,False
ces,hsb,0.66,0.4286,True
ces,urd,0.66,0.8571,False
ces,urb,0.78,1.0,False
ces,uzb,0.66,1.0,False
ces,vep,0.66,1.0,True
ces,wbp,0.63,1.0,False
ces,cym,0.69,0.8571,False
ces,hyw,,,
ces,wol,0.7,1.0,False
ces,sah,0.63,1.0,False
ces,nhi,0.66,1.0,True
dan,nld,0.47,0.7,False
dan,egy,0.66,1.0,True
dan,eng,0.5,0.7,False
dan,myv,0.52,1.0,False
dan,est,0.43,1.0,False
dan,fao,0.62,0.4286,True
dan,fin,0.52,1.0,False
dan,fra,0.49,0.9375,False
dan,glg,0.69,0.9231,True
dan,kat,0.6,1.0,False
dan,deu,0.49,0.5714,False
dan,aln,0.66,0.8571,True
dan,got,0.7,0.7143,True
dan,guj,0.67,0.875,False
dan,heb,0.63,1.0,False
dan,azz,0.87,1.0,True
dan,hin,0.67,0.875,False
dan,hit,0.72,0.8571,True
dan,hun,0.6,1.0,False
dan,isl,0.49,0.4286,False
dan,gle,0.68,0.875,False
dan,ita,0.6,0.9,False
dan,quc,0.69,1.0,False
dan,xnr,0.66,0.875,True
dan,krl,0.66,1.0,True
dan,kxh,0.87,1.0,True
dan,kaz,0.87,1.0,True
dan,kir,0.68,1.0,False
dan,koi,0.6,1.0,False
dan,kpv,0.58,1.0,False
dan,lat,0.72,0.8571,True
dan,lav,0.53,0.8571,False
dan,lij,0.66,0.8571,True
dan,lit,0.59,0.75,False
dan,olo,0.66,1.0,True
dan,nds,0.66,0.6667,True
dan,mkd,0.64,0.8571,False
dan,mar,0.67,0.8571,False
dan,frm,0.66,0.8571,True
dan,ell,0.61,0.8333,False
dan,mdf,0.66,1.0,True
dan,yrl,0.66,1.0,True
dan,pcm,0.66,0.7692,True
dan,kmr,0.7,0.8571,False
dan,sme,0.55,1.0,False
dan,fro,0.68,0.8571,True
dan,orv,0.66,0.8571,True
dan,ota,0.66,1.0,True
dan,fas,0.66,1.0,False
dan,xpg,0.66,0.8571,True
dan,pol,0.58,0.8333,False
dan,por,0.59,0.9333,False
dan,ron,0.51,0.8889,False
dan,rus,0.58,0.8,False
dan,san,0.83,0.75,True
dan,gla,0.65,0.8571,False
dan,hbs,0.66,1.0,False
dan,sms,0.66,1.0,True
dan,slk,0.66,0.8571,True
dan,slv,0.56,0.8333,False
dan,spa,0.59,0.9231,False
dan,arb,0.64,1.0,False
dan,swe,0.33,0.2857,False
dan,tam,0.69,1.0,False
dan,ttc,0.89,1.0,True
dan,tpn,0.66,1.0,True
dan,tur,0.69,1.0,False
dan,uig,0.68,1.0,False
dan,ukr,0.51,0.8333,False
dan,hsb,0.66,0.8571,True
dan,urd,0.65,0.875,False
dan,urb,0.8,1.0,False
dan,uzb,0.66,1.0,False
dan,vep,0.66,1.0,True
dan,wbp,0.73,1.0,False
dan,cym,0.65,0.8571,False
dan,hyw,,,
dan,wol,0.61,1.0,False
dan,sah,0.69,1.0,False
dan,nhi,0.66,1.0,True
nld,egy,0.63,1.0,True
nld,eng,0.49,0.6,False
nld,myv,0.67,1.0,False
nld,est,0.6,1.0,False
nld,fao,0.53,0.7,True
nld,fin,0.61,1.0,False
nld,fra,0.51,0.9375,False
nld,glg,0.61,0.9231,True
nld,kat,0.58,1.0,False
nld,deu,0.35,0.2857,False
nld,aln,0.63,0.9,True
nld,got,0.54,0.8,True
nld,guj,0.62,0.9,False
nld,heb,0.59,1.0,False
nld,azz,0.88,1.0,True
nld,hin,0.63,0.875,False
nld,hit,0.59,0.9,True
nld,hun,0.59,1.0,False
nld,isl,0.53,0.5714,False
nld,gle,0.63,0.875,False
nld,ita,0.43,0.9,False
nld,quc,0.54,1.0,False
nld,xnr,0.63,0.9,True
nld,krl,0.63,1.0,True
nld,kxh,0.76,1.0,True
nld,kaz,0.76,1.0,True
nld,kir,0.7,1.0,False
nld,koi,0.71,1.0,False
nld,kpv,0.74,1.0,False
nld,lat,0.57,0.9,True
nld,lav,0.57,0.9,False
nld,lij,0.63,0.9,True
nld,lit,0.52,0.75,False
nld,olo,0.63,1.0,True
nld,nds,0.63,0.5556,True
nld,mkd,0.6,0.8571,False
nld,mar,0.7,0.9,False
nld,frm,0.63,0.9,True
nld,ell,0.59,0.8333,False
nld,mdf,0.63,1.0,True
nld,yrl,0.63,1.0,True
nld,pcm,0.63,0.6,True
nld,kmr,0.63,0.9,False
nld,sme,0.66,1.0,False
nld,fro,0.55,0.9,True
nld,orv,0.63,0.9,True
nld,ota,0.63,1.0,True
nld,fas,0.63,1.0,False
nld,xpg,0.63,0.9,True
nld,pol,0.53,0.9,False
nld,por,0.49,0.9333,False
nld,ron,0.55,0.8889,False
nld,rus,0.57,0.8,False
nld,san,0.8,0.9,True
nld,gla,0.6,0.9,False
nld,hbs,0.63,1.0,False
nld,sms,0.63,1.0,True
nld,slk,0.63,0.9,True
nld,slv,0.5,0.9,False
nld,spa,0.58,0.9231,False
nld,arb,0.75,1.0,False
nld,swe,0.36,0.7,False
nld,tam,0.71,1.0,False
nld,ttc,0.89,1.0,True
nld,tpn,0.63,1.0,True
nld,tur,0.71,1.0,False
nld,uig,0.71,1.0,False
nld,ukr,0.47,0.9,False
nld,hsb,0.63,0.9,True
nld,urd,0.62,0.9,False
nld,urb,0.74,1.0,False
nld,uzb,0.63,1.0,False
nld,vep,0.63,1.0,True
nld,wbp,0.7,1.0,False
nld,cym,0.6,0.9,False
nld,hyw,,,
nld,wol,0.56,1.0,False
nld,sah,0.71,1.0,False
nld,nhi,0.63,1.0,True
egy,eng,0.57,1.0,True
egy,myv,0.73,1.0,True
egy,est,0.66,1.0,True
egy,fao,0.74,1.0,True
egy,fin,0.57,1.0,True
egy,fra,0.57,1.0,True
egy,glg,0.72,1.0,True
egy,kat,0.55,1.0,True
egy,deu,0.58,1.0,True
egy,aln,0.0,1.0,True
egy,got,0.7,1.0,True
egy,guj,0.74,1.0,True
egy,heb,0.54,0.875,True
egy,azz,0.87,1.0,True
egy,hin,0.58,1.0,True
egy,hit,0.75,1.0,True
egy,hun,0.55,1.0,True
egy,isl,0.6,1.0,True
egy,gle,0.63,1.0,True
egy,ita,0.61,1.0,True
egy,quc,0.66,1.0,True
egy,xnr,0.0,1.0,True
egy,krl,0.0,1.0,True
egy,kxh,0.87,1.0,True
egy,kaz,0.87,1.0,True
egy,kir,0.73,1.0,True
egy,koi,0.75,1.0,True
egy,kpv,0.72,1.0,True
egy,lat,0.66,1.0,True
egy,lav,0.63,1.0,True
egy,lij,0.0,1.0,True
egy,lit,0.61,1.0,True
egy,olo,0.0,1.0,True
egy,nds,0.0,1.0,True
egy,mkd,0.73,1.0,True
egy,mar,0.67,1.0,True
egy,frm,0.0,1.0,True
egy,ell,0.54,1.0,True
egy,mdf,0.0,1.0,True
egy,yrl,0.0,1.0,True
egy,pcm,0.0,1.0,True
egy,kmr,0.71,1.0,True
egy,sme,0.74,1.0,True
egy,fro,0.69,1.0,True
egy,orv,0.0,1.0,True
egy,ota,0.0,1.0,True
egy,fas,0.0,1.0,True
egy,xpg,0.0,1.0,True
egy,pol,0.6,1.0,True
egy,por,0.61,1.0,True
egy,ron,0.61,1.0,True
egy,rus,0.57,1.0,True
egy,san,0.8,1.0,True
egy,gla,0.63,1.0,True
egy,hbs,0.0,1.0,True
egy,sms,0.0,1.0,True
egy,slk,0.0,1.0,True
egy,slv,0.64,1.0,True
egy,spa,0.56,1.0,True
egy,arb,0.67,0.6667,True
egy,swe,0.64,1.0,True
egy,tam,0.66,1.0,True
egy,ttc,0.86,1.0,True
egy,tpn,0.0,1.0,True
egy,tur,0.55,1.0,True
egy,uig,0.69,1.0,True
egy,ukr,0.61,1.0,True
egy,hsb,0.0,1.0,True
egy,urd,0.69,1.0,True
egy,urb,0.66,1.0,True
egy,uzb,0.0,1.0,True
egy,vep,0.0,1.0,True
egy,wbp,0.61,1.0,True
egy,cym,0.63,1.0,True
egy,hyw,,,True
egy,wol,0.62,1.0,True
egy,sah,0.72,1.0,True
egy,nhi,0.0,1.0,True
eng,myv,0.72,1.0,False
eng,est,0.54,1.0,False
eng,fao,0.61,0.7,True
eng,fin,0.53,1.0,False
eng,fra,0.46,0.9,False
eng,glg,0.67,0.9,True
eng,kat,0.61,1.0,False
eng,deu,0.42,0.4286,False
eng,aln,0.57,0.9,True
eng,got,0.67,0.8,True
eng,guj,0.68,0.9,False
eng,heb,0.52,1.0,False
eng,azz,0.9,1.0,True
eng,hin,0.59,0.9,False
eng,hit,0.72,0.9,True
eng,hun,0.6,1.0,False
eng,isl,0.47,0.7,False
eng,gle,0.62,0.9,False
eng,ita,0.51,0.9,False
eng,quc,0.66,1.0,False
eng,xnr,0.57,0.9,True
eng,krl,0.57,1.0,True
eng,kxh,0.9,1.0,True
eng,kaz,0.9,1.0,True
eng,kir,0.77,1.0,False
eng,koi,0.78,1.0,False
eng,kpv,0.65,1.0,False
eng,lat,0.69,0.9,True
eng,lav,0.59,0.9,False
eng,lij,0.57,0.9,True
eng,lit,0.68,0.9,False
eng,olo,0.57,1.0,True
eng,nds,0.57,0.5,True
eng,mkd,0.57,0.9,False
eng,mar,0.7,0.9,False
eng,frm,0.57,0.9,True
eng,ell,0.52,0.8333,False
eng,mdf,0.57,1.0,True
eng,yrl,0.57,1.0,True
eng,pcm,0.57,0.1,True
eng,kmr,0.74,0.9,False
eng,sme,0.71,1.0,False
eng,fro,0.67,0.9,True
eng,orv,0.57,0.9,True
eng,ota,0.57,1.0,True
eng,fas,0.57,1.0,False
eng,xpg,0.57,0.9,True
eng,pol,0.59,0.9,False
eng,por,0.47,0.9,False
eng,ron,0.53,0.9,False
eng,rus,0.49,0.9,False
eng,san,0.86,0.9,True
eng,gla,0.55,0.9,False
eng,hbs,0.57,1.0,False
eng,sms,0.57,1.0,True
eng,slk,0.57,0.9,True
eng,slv,0.56,0.9,False
eng,spa,0.4,0.9,False
eng,arb,0.67,1.0,False
eng,swe,0.42,0.7,False
eng,tam,0.71,1.0,False
eng,ttc,0.86,1.0,True
eng,tpn,0.57,1.0,True
eng,tur,0.7,1.0,False
eng,uig,0.75,1.0,False
eng,ukr,0.51,0.9,False
eng,hsb,0.57,0.9,True
eng,urd,0.67,0.9,False
eng,urb,0.75,1.0,False
eng,uzb,0.57,1.0,False
eng,vep,0.57,1.0,True
eng,wbp,0.71,1.0,False
eng,cym,0.57,0.9,False
eng,hyw,,,
eng,wol,0.49,1.0,False
eng,sah,0.78,1.0,False
eng,nhi,0.57,1.0,True
myv,est,0.49,0.6667,False
myv,fao,0.8,1.0,True
myv,fin,0.6,0.75,False
myv,fra,0.69,1.0,False
myv,glg,0.78,1.0,True
myv,kat,0.64,1.0,False
myv,deu,0.65,1.0,False
myv,aln,0.73,1.0,True
myv,got,0.79,1.0,True
myv,guj,0.68,1.0,False
myv,heb,0.68,1.0,False
myv,azz,0.84,1.0,True
myv,hin,0.68,1.0,False
myv,hit,0.83,1.0,True
myv,hun,0.59,0.5,False
myv,isl,0.6,1.0,False
myv,gle,0.8,1.0,False
myv,ita,0.66,1.0,False
myv,quc,0.78,1.0,False
myv,xnr,0.73,1.0,True
myv,krl,0.73,0.6667,True
myv,kxh,0.84,1.0,True
myv,kaz,0.84,1.0,True
myv,kir,0.55,1.0,False
myv,koi,0.49,0.6667,False
myv,kpv,0.61,0.75,False
myv,lat,0.78,1.0,True
myv,lav,0.7,1.0,False
myv,lij,0.73,1.0,True
myv,lit,0.62,1.0,False
myv,olo,0.73,0.6667,True
myv,nds,0.73,1.0,True
myv,mkd,0.69,1.0,False
myv,mar,0.71,1.0,False
myv,frm,0.73,1.0,True
myv,ell,0.65,1.0,False
myv,mdf,0.73,0.3333,True
myv,yrl,0.73,1.0,True
myv,pcm,0.73,1.0,True
myv,kmr,0.71,1.0,False
myv,sme,0.35,0.6667,False
myv,fro,0.79,1.0,True
myv,orv,0.73,1.0,True
myv,ota,0.73,1.0,True
myv,fas,0.73,1.0,False
myv,xpg,0.73,1.0,True
myv,pol,0.64,1.0,False
myv,por,0.66,1.0,False
myv,ron,0.6,1.0,False
myv,rus,0.69,1.0,False
myv,san,0.79,1.0,True
myv,gla,0.83,1.0,False
myv,hbs,0.73,1.0,False
myv,sms,0.73,0.6667,True
myv,slk,0.73,1.0,True
myv,slv,0.59,1.0,False
myv,spa,0.7,1.0,False
myv,arb,0.74,1.0,False
myv,swe,0.63,1.0,False
myv,tam,0.68,1.0,False
myv,ttc,0.86,1.0,True
myv,tpn,0.73,1.0,True
myv,tur,0.64,1.0,False
myv,uig,0.64,1.0,False
myv,ukr,0.63,1.0,False
myv,hsb,0.73,1.0,True
myv,urd,0.68,1.0,False
myv,urb,0.82,1.0,False
myv,uzb,0.73,1.0,False
myv,vep,0.73,0.6667,True
myv,wbp,0.72,1.0,False
myv,cym,0.77,1.0,False
myv,hyw,,,
myv,wol,0.77,1.0,False
myv,sah,0.61,1.0,False
myv,nhi,0.73,1.0,True
est,fao,0.7,1.0,True
est,fin,0.41,0.5,False
est,fra,0.59,1.0,False
est,glg,0.73,1.0,True
est,kat,0.56,1.0,False
est,deu,0.61,1.0,False
est,aln,0.66,1.0,True
est,got,0.74,1.0,True
est,guj,0.56,1.0,False
est,heb,0.62,1.0,False
est,azz,0.87,1.0,True
est,hin,0.58,1.0,False
est,hit,0.72,1.0,True
est,hun,0.48,0.5,False
est,isl,0.61,1.0,False
est,gle,0.63,1.0,False
est,ita,0.55,1.0,False
est,quc,0.75,1.0,False
est,xnr,0.66,1.0,True
est,krl,0.66,0.3333,True
est,kxh,0.87,1.0,True
est,kaz,0.87,1.0,True
est,kir,0.61,1.0,False
est,koi,0.61,0.6667,False
est,kpv,0.42,0.75,False
est,lat,0.72,1.0,True
est,lav,0.6,1.0,False
est,lij,0.66,1.0,True
est,lit,0.54,1.0,False
est,olo,0.66,0.3333,True
est,nds,0.66,1.0,True
est,mkd,0.54,1.0,False
est,mar,0.62,1.0,False
est,frm,0.66,1.0,True
est,ell,0.59,1.0,False
est,mdf,0.66,0.6667,True
est,yrl,0.66,1.0,True
est,pcm,0.66,1.0,True
est,kmr,0.73,1.0,False
est,sme,0.47,0.6667,False
est,fro,0.72,1.0,True
est,orv,0.66,1.0,True
est,ota,0.66,1.0,True
est,fas,0.66,1.0,False
est,xpg,0.66,1.0,True
est,pol,0.5,1.0,False
est,por,0.51,1.0,False
est,ron,0.52,1.0,False
est,rus,0.54,1.0,False
est,san,0.83,1.0,True
est,gla,0.66,1.0,False
est,hbs,0.66,1.0,False
est,sms,0.66,0.6667,True
est,slk,0.66,1.0,True
est,slv,0.43,1.0,False
est,spa,0.55,1.0,False
est,arb,0.62,1.0,False
est,swe,0.54,1.0,False
est,tam,0.67,1.0,False
est,ttc,0.89,1.0,True
est,tpn,0.66,1.0,True
est,tur,0.65,1.0,False
est,uig,0.69,1.0,False
est,ukr,0.46,1.0,False
est,hsb,0.66,1.0,True
est,urd,0.52,1.0,False
est,urb,0.72,1.0,False
est,uzb,0.66,1.0,False
est,vep,0.66,0.3333,True
est,wbp,0.68,1.0,False
est,cym,0.6,1.0,False
est,hyw,,,
est,wol,0.65,1.0,False
est,sah,0.66,1.0,False
est,nhi,0.66,1.0,True
fao,fin,0.66,1.0,True
fao,fra,0.6,0.9375,True
fao,glg,0.42,0.9231,True
fao,kat,0.71,1.0,True
fao,deu,0.59,0.5714,True
fao,aln,0.74,0.8571,True
fao,got,0.46,0.7143,True
fao,guj,0.75,0.875,True
fao,heb,0.66,1.0,True
fao,azz,0.92,1.0,True
fao,hin,0.75,0.875,True
fao,hit,0.52,0.8571,True
fao,hun,0.74,1.0,True
fao,isl,0.57,0.1429,True
fao,gle,0.68,0.875,True
fao,ita,0.6,0.9,True
fao,quc,0.5,1.0,True
fao,xnr,0.74,0.875,True
fao,krl,0.74,1.0,True
fao,kxh,0.92,1.0,True
fao,kaz,0.92,1.0,True
fao,kir,0.88,1.0,True
fao,koi,0.87,1.0,True
fao,kpv,0.76,1.0,True
fao,lat,0.5,0.8571,True
fao,lav,0.68,0.8571,True
fao,lij,0.74,0.8571,True
fao,lit,0.6,0.75,True
fao,olo,0.74,1.0,True
fao,nds,0.74,0.6667,True
fao,mkd,0.67,0.8571,True
fao,mar,0.76,0.8571,True
fao,frm,0.74,0.8571,True
fao,ell,0.66,0.8333,True
fao,mdf,0.74,1.0,True
fao,yrl,0.74,1.0,True
fao,pcm,0.74,0.7692,True
fao,kmr,0.73,0.8571,True
fao,sme,0.79,1.0,True
fao,fro,0.42,0.8571,True
fao,orv,0.74,0.8571,True
fao,ota,0.74,1.0,True
fao,fas,0.74,1.0,True
fao,xpg,0.74,0.8571,True
fao,pol,0.61,0.8333,True
fao,por,0.6,0.9333,True
fao,ron,0.6,0.8889,True
fao,rus,0.64,0.8,True
fao,san,0.89,0.75,True
fao,gla,0.68,0.8571,True
fao,hbs,0.74,1.0,True
fao,sms,0.74,1.0,True
fao,slk,0.74,0.8571,True
fao,slv,0.52,0.8333,True
fao,spa,0.64,0.9231,True
fao,arb,0.76,1.0,True
fao,swe,0.52,0.4286,True
fao,tam,0.8,1.0,True
fao,ttc,0.93,1.0,True
fao,tpn,0.74,1.0,True
fao,tur,0.79,1.0,True
fao,uig,0.86,1.0,True
fao,ukr,0.6,0.8333,True
fao,hsb,0.74,0.8571,True
fao,urd,0.74,0.875,True
fao,urb,0.8,1.0,True
fao,uzb,0.74,1.0,True
fao,vep,0.74,1.0,True
fao,wbp,0.77,1.0,True
fao,cym,0.72,0.8571,True
fao,hyw,,,True
fao,wol,0.62,1.0,True
fao,sah,0.84,1.0,True
fao,nhi,0.74,1.0,True
fin,fra,0.54,1.0,False
fin,glg,0.67,1.0,True
fin,kat,0.47,1.0,False
fin,deu,0.54,1.0,False
fin,aln,0.57,1.0,True
fin,got,0.71,1.0,True
fin,guj,0.65,1.0,False
fin,heb,0.49,1.0,False
fin,azz,0.84,1.0,True
fin,hin,0.54,1.0,False
fin,hit,0.68,1.0,True
fin,hun,0.41,0.75,False
fin,isl,0.53,1.0,False
fin,gle,0.61,1.0,False
fin,ita,0.57,1.0,False
fin,quc,0.68,1.0,False
fin,xnr,0.57,1.0,True
fin,krl,0.57,0.5,True
fin,kxh,0.9,1.0,True
fin,kaz,0.9,1.0,True
fin,kir,0.69,1.0,False
fin,koi,0.65,0.75,False
fin,kpv,0.52,0.75,False
fin,lat,0.68,1.0,True
fin,lav,0.59,1.0,False
fin,lij,0.57,1.0,True
fin,lit,0.54,1.0,False
fin,olo,0.57,0.5,True
fin,nds,0.57,1.0,True
fin,mkd,0.6,1.0,False
fin,mar,0.69,1.0,False
fin,frm,0.57,1.0,True
fin,ell,0.51,1.0,False
fin,mdf,0.57,0.75,True
fin,yrl,0.57,1.0,True
fin,pcm,0.57,1.0,True
fin,kmr,0.76,1.0,False
fin,sme,0.55,0.75,False
fin,fro,0.67,1.0,True
fin,orv,0.57,1.0,True
fin,ota,0.57,1.0,True
fin,fas,0.57,1.0,False
fin,xpg,0.57,1.0,True
fin,pol,0.49,1.0,False
fin,por,0.52,1.0,False
fin,ron,0.5,1.0,False
fin,rus,0.38,1.0,False
fin,san,0.83,1.0,True
fin,gla,0.64,1.0,False
fin,hbs,0.57,1.0,False
fin,sms,0.57,0.75,True
fin,slk,0.57,1.0,True
fin,slv,0.5,1.0,False
fin,spa,0.47,1.0,False
fin,arb,0.62,1.0,False
fin,swe,0.53,1.0,False
fin,tam,0.68,1.0,False
fin,ttc,0.86,1.0,True
fin,tpn,0.57,1.0,True
fin,tur,0.58,1.0,False
fin,uig,0.7,1.0,False
fin,ukr,0.48,1.0,False
fin,hsb,0.57,1.0,True
fin,urd,0.59,1.0,False
fin,urb,0.75,1.0,False
fin,uzb,0.57,1.0,False
fin,vep,0.57,0.5,True
fin,wbp,0.66,1.0,False
fin,cym,0.56,1.0,False
fin,hyw,,,
fin,wol,0.6,1.0,False
fin,sah,0.67,1.0,False
fin,nhi,0.57,1.0,True
fra,glg,0.64,0.4375,True
fra,kat,0.58,1.0,False
fra,deu,0.46,0.8571,False
fra,aln,0.57,0.9375,True
fra,got,0.66,0.9375,True
fra,guj,0.73,0.9375,False
fra,heb,0.47,1.0,False
fra,azz,0.9,1.0,True
fra,hin,0.58,0.9375,False
fra,hit,0.71,0.9375,True
fra,hun,0.63,1.0,False
fra,isl,0.46,0.9375,False
fra,gle,0.59,0.9375,False
fra,ita,0.55,0.5625,False
fra,quc,0.64,1.0,False
fra,xnr,0.57,0.9375,True
fra,krl,0.57,1.0,True
fra,kxh,0.9,1.0,True
fra,kaz,0.9,1.0,True
fra,kir,0.74,1.0,False
fra,koi,0.77,1.0,False
fra,kpv,0.72,1.0,False
fra,lat,0.71,0.6875,True
fra,lav,0.51,0.9375,False
fra,lij,0.57,0.375,True
fra,lit,0.61,0.9375,False
fra,olo,0.57,1.0,True
fra,nds,0.57,0.9375,True
fra,mkd,0.66,0.9375,False
fra,mar,0.69,0.9375,False
fra,frm,0.57,0.25,True
fra,ell,0.47,0.8333,False
fra,mdf,0.57,1.0,True
fra,yrl,0.57,1.0,True
fra,pcm,0.57,0.9375,True
fra,kmr,0.73,0.9375,False
fra,sme,0.68,1.0,False
fra,fro,0.67,0.25,True
fra,orv,0.57,0.9375,True
fra,ota,0.57,1.0,True
fra,fas,0.57,1.0,False
fra,xpg,0.57,0.9375,True
fra,pol,0.56,0.9375,False
fra,por,0.46,0.4375,False
fra,ron,0.53,0.625,False
fra,rus,0.51,0.9375,False
fra,san,0.83,0.9375,True
fra,gla,0.59,0.9375,False
fra,hbs,0.57,1.0,False
fra,sms,0.57,1.0,True
fra,slk,0.57,0.9375,True
fra,slv,0.58,0.9375,False
fra,spa,0.41,0.4375,False
fra,arb,0.67,1.0,False
fra,swe,0.44,0.9375,False
fra,tam,0.71,1.0,False
fra,ttc,0.86,1.0,True
fra,tpn,0.57,1.0,True
fra,tur,0.68,1.0,False
fra,uig,0.75,1.0,False
fra,ukr,0.5,0.9375,False
fra,hsb,0.57,0.9375,True
fra,urd,0.7,0.9375,False
fra,urb,0.79,1.0,False
fra,uzb,0.57,1.0,False
fra,vep,0.57,1.0,True
fra,wbp,0.74,1.0,False
fra,cym,0.56,0.9375,False
fra,hyw,,,
fra,wol,0.53,1.0,False
fra,sah,0.8,1.0,False
fra,nhi,0.57,1.0,True
glg,kat,0.63,1.0,True
glg,deu,0.66,0.8571,True
glg,aln,0.72,0.9231,True
glg,got,0.42,0.9231,True
glg,guj,0.73,0.9231,True
glg,heb,0.64,1.0,True
glg,azz,0.77,1.0,True
glg,hin,0.77,0.875,True
glg,hit,0.57,0.9231,True
glg,hun,0.71,1.0,True
glg,isl,0.62,0.8571,True
glg,gle,0.61,0.875,True
glg,ita,0.54,0.4615,True
glg,quc,0.37,1.0,True
glg,xnr,0.72,0.9231,True
glg,krl,0.72,1.0,True
glg,kxh,0.92,1.0,True
glg,kaz,0.92,1.0,True
glg,kir,0.89,1.0,True
glg,koi,0.88,1.0,True
glg,kpv,0.78,1.0,True
glg,lat,0.37,0.6154,True
glg,lav,0.71,0.9231,True
glg,lij,0.72,0.3077,True
glg,lit,0.57,0.75,True
glg,olo,0.72,1.0,True
glg,nds,0.72,0.9231,True
glg,mkd,0.7,0.9231,True
glg,mar,0.85,0.9231,True
glg,frm,0.72,0.3077,True
glg,ell,0.58,0.8333,True
glg,mdf,0.72,1.0,True
glg,yrl,0.72,1.0,True
glg,pcm,0.72,0.9231,True
glg,kmr,0.75,0.9231,True
glg,sme,0.81,1.0,True
glg,fro,0.32,0.3077,True
glg,orv,0.72,0.9231,True
glg,ota,0.72,1.0,True
glg,fas,0.72,1.0,True
glg,xpg,0.72,0.9231,True
glg,pol,0.55,0.9231,True
glg,por,0.57,0.2,True
glg,ron,0.51,0.3333,True
glg,rus,0.65,0.8,True
glg,san,0.9,0.9231,True
glg,gla,0.65,0.9231,True
glg,hbs,0.72,1.0,True
glg,sms,0.72,1.0,True
glg,slk,0.72,0.9231,True
glg,slv,0.57,0.9231,True
glg,spa,0.62,0.1538,True
glg,arb,0.68,1.0,True
glg,swe,0.61,0.9231,True
glg,tam,0.85,1.0,True
glg,ttc,0.8,1.0,True
glg,tpn,0.72,1.0,True
glg,tur,0.73,1.0,True
glg,uig,0.9,1.0,True
